id,name,county,state,countyFips,lat,lng,confidence,sourceDate,agencyType,address,city,subStation,jurisdictionId,jurisdictionName
agency-building-new-richland-police-203-north-broadway-avenue,NEW RICHLAND POLICE,Waseca County,MN,27161,43.895230300212,-93.4934221997796,confirmed,,Police,203 NORTH BROADWAY AVENUE,NEW RICHLAND,,,
agency-building-bayport-police-294-north-3rd-street,Bayport Police,Washington County,MN,27163,45.0182519069213,-92.7803298353219,confirmed,,Police,294 NORTH 3RD STREET,BAYPORT,,agency-jurisdiction-bayport-police,Bayport Police
agency-building-oakdale-police-1584-hadley-avenue-north,Oakdale Police,Washington County,MN,27163,44.9709664001958,-92.9653237995706,confirmed,,Police,1584 HADLEY AVENUE NORTH,OAKDALE,,agency-jurisdiction-oakdale-police,Oakdale Police
agency-building-saint-paul-park-police-600-portland-avenue,Saint Paul Park Police,Washington County,MN,27163,44.8472233987798,-92.989138799811,confirmed,,Police,600 PORTLAND AVENUE,SAINT PAUL PARK,,agency-jurisdiction-saint-paul-park-police,Saint Paul Park Police
agency-building-stillwater-police-216-north-4th-street,Stillwater Police,Washington County,MN,27163,45.0570064997134,-92.8110345005664,confirmed,,Police,216 NORTH 4TH STREET,STILLWATER,,agency-jurisdiction-stillwater-police,Stillwater Police
agency-building-buffalo-police-215-1st-avenue-northeast,BUFFALO POLICE,Wright County,MN,27171,45.1754610997816,-93.8751096005862,confirmed,,Police,215 1ST AVENUE NORTHEAST,BUFFALO,,,
agency-building-verndale-police-101-southwest-brown-street,VERNDALE POLICE,Wadena County,MN,27159,46.3974309998423,-95.0154387998612,confirmed,,Police,101 SOUTHWEST BROWN STREET,VERNDALE,,,
agency-building-morgan-police-119-vernon-avenue,MORGAN POLICE,Redwood County,MN,27127,44.4158824588782,-94.9279976003854,confirmed,,Police,119 VERNON AVENUE,MORGAN,,,
agency-building-shakopee-police-475-gorman-street,Shakopee Police,Scott County,MN,27139,44.7956511998136,-93.5102741004362,confirmed,,Police,475 GORMAN STREET,SHAKOPEE,,agency-jurisdiction-shakopee-police,Shakopee Police
agency-building-saint-joseph-police-25-college-avenue-north,SAINT JOSEPH POLICE,Stearns County,MN,27145,45.5655631996859,-94.3186377998993,confirmed,,Police,25 COLLEGE AVENUE NORTH,SAINT JOSEPH,,,
agency-building-avon-police-140-stradford-street-east,AVON POLICE,Stearns County,MN,27145,45.6084103002385,-94.4482649999267,confirmed,,Police,140 STRADFORD STREET EAST,AVON,,,
agency-building-franklin-police-320-2nd-avenue-east,FRANKLIN POLICE,Renville County,MN,27129,44.5296386998211,-94.8816908003519,confirmed,,Police,320 2ND AVENUE EAST,FRANKLIN,,,
agency-building-becker-police-12060-sherburne-avenue,Becker Police,Sherburne County,MN,27141,45.3961308778988,-93.8714828906801,confirmed,,Police,12060 SHERBURNE AVENUE,BECKER,,agency-jurisdiction-becker-police,Becker Police
agency-building-northfield-police-1615-riverview-drive,NORTHFIELD POLICE,Rice County,MN,27131,44.4404740000171,-93.1842239995837,confirmed,,Police,1615 RIVERVIEW DRIVE,NORTHFIELD,,,
agency-building-woodbury-police-2100-radio-drive,Woodbury Police,Washington County,MN,27163,44.9181561002278,-92.9347546002709,confirmed,,Police,2100 RADIO DRIVE,WOODBURY,,agency-jurisdiction-woodbury-police,Woodbury Police
agency-building-winona-county-sheriff-201-west-3rd-street,WINONA COUNTY SHERIFF,Winona County,MN,27169,44.0529395079864,-91.641096901392,confirmed,,Sheriff,201 WEST 3RD STREET,WINONA,,,
agency-building-owatonna-police-204-east-pearl-street,OWATONNA POLICE,Steele County,MN,27147,44.0869997302154,-93.2232582888087,confirmed,,Police,204 EAST PEARL STREET,OWATONNA,,,
agency-building-thief-river-falls-police-102-1st-street-west-law-enforcement-center,THIEF RIVER FALLS POLICE,Pennington County,MN,27113,48.1167879892273,-96.1821825800784,confirmed,,Police,"102 1ST STREET WEST, LAW ENFORCEMENT CENTER",THIEF RIVER FALLS,,,
agency-building-worthington-police-1530-airport-road-number-300,WORTHINGTON POLICE,Nobles County,MN,27105,43.6477725303031,-95.5894000446054,confirmed,,Police,"1530 AIRPORT ROAD, NUMBER 300",WORTHINGTON,,,
agency-building-brownton-police-528-2nd-street-north,BROWNTON POLICE,McLeod County,MN,27085,44.7332521002489,-94.3505299014056,confirmed,,Police,528 2ND STREET NORTH,BROWNTON,,,
agency-building-dawson-police-675-chestnut-street,DAWSON POLICE,Lac qui Parle County,MN,27073,44.9296496227096,-96.0558455981198,confirmed,,Police,675 CHESTNUT STREET,DAWSON,,,
agency-building-lester-prairie-police-36-juniper-street-north,LESTER PRAIRIE POLICE,McLeod County,MN,27085,44.8854953000178,-94.0417690001917,confirmed,,Police,36 JUNIPER STREET NORTH,LESTER PRAIRIE,,,
agency-building-tracy-police-336-morgan-street,TRACY POLICE,Lyon County,MN,27083,44.2337449011473,-95.6197459002676,confirmed,,Police,336 MORGAN STREET,TRACY,,,
agency-building-trimont-police-41-2nd-avenue-northwest,TRIMONT POLICE,Martin County,MN,27091,43.7623394998958,-94.7182711999714,confirmed,,Police,41 2ND AVENUE NORTHWEST,TRIMONT,,,
agency-building-le-center-police-10-west-tyrone-street,LE CENTER POLICE,Le Sueur County,MN,27079,44.3909971002615,-93.7317979003052,confirmed,,Police,10 WEST TYRONE STREET,LE CENTER,,,
agency-building-cleveland-police-205-4th-street,CLEVELAND POLICE,Le Sueur County,MN,27079,44.3247782001853,-93.8373174002265,confirmed,,Police,205 4TH STREET,CLEVELAND,,,
agency-building-itasca-county-sheriff-440-1st-avenue-northeast,ITASCA COUNTY SHERIFF,Itasca County,MN,27061,47.2364869002397,-93.5260972001239,confirmed,,Sheriff,440 1ST AVENUE NORTHEAST,GRAND RAPIDS,,,
agency-building-kandiyohi-county-sheriff-2201-23rd-street-northeast-kandiyohi-county-law-enforcement-center,KANDIYOHI COUNTY SHERIFF,Kandiyohi County,MN,27067,45.145342643149,-95.0127866928681,confirmed,,Sheriff,"2201 23RD STREET NORTHEAST, KANDIYOHI COUNTY LAW ENFORCEMENT CENTER",WILLMAR,,,
agency-building-balaton-police-341-central-avenue-south,BALATON POLICE,Lyon County,MN,27083,44.2327720997549,-95.872295999982,confirmed,,Police,341 CENTRAL AVENUE SOUTH,BALATON,,,
agency-building-benton-county-sheriff-581-state-highway-23-northeast,BENTON COUNTY SHERIFF,Benton County,MN,27009,45.6682912002541,-93.9101406995627,confirmed,,Sheriff,581 STATE HIGHWAY 23 NORTHEAST,FOLEY,,,
agency-building-west-concord-police-180-main-street-east,WEST CONCORD POLICE,Dodge County,MN,27039,44.1518879002011,-92.8989296996037,confirmed,,Police,180 MAIN STREET EAST,WEST CONCORD,,,
agency-building-hallock-police-163-south-3rd-street,HALLOCK POLICE,Kittson County,MN,27069,48.7739211000978,-96.9442714999563,confirmed,,Police,163 SOUTH 3RD STREET,HALLOCK,,,
agency-building-bird-island-police-735-birch-avenue,BIRD ISLAND POLICE,Renville County,MN,27129,44.7652867777858,-94.8943064913687,confirmed,,Police,735 BIRCH AVENUE,BIRD ISLAND,,,
agency-building-fairfax-police-200-southeast-2nd-avenue,FAIRFAX POLICE,Renville County,MN,27129,44.5268210002792,-94.7188286001136,confirmed,,Police,200 SOUTHEAST 2ND AVENUE,FAIRFAX,,,
agency-building-walnut-grove-police-311-6th-street,WALNUT GROVE POLICE,Redwood County,MN,27127,44.2242408998771,-95.4701088000501,confirmed,,Police,311 6TH STREET,WALNUT GROVE,,,
agency-building-henning-police-607-2nd-street,HENNING POLICE,Otter Tail County,MN,27111,46.3207152998393,-95.4458865000666,confirmed,,Police,607 2ND STREET,HENNING,,,
agency-building-danube-police-202-united-states-highway-212,DANUBE POLICE,Renville County,MN,27129,44.7891828998329,-95.0953399001682,confirmed,,Police,202 UNITED STATES HIGHWAY 212,DANUBE,,,
agency-building-fairmont-police-201-lake-avenue-suite-199,FAIRMONT POLICE,Martin County,MN,27091,43.6533167528664,-94.4651523651724,confirmed,,Police,"201 LAKE AVENUE, SUITE 199",FAIRMONT,,,
agency-building-martin-county-sheriff-201-lake-avenue-suite-198,MARTIN COUNTY SHERIFF,Martin County,MN,27091,43.6529626248623,-94.4649377693292,confirmed,,Sheriff,"201 LAKE AVENUE, SUITE 198",FAIRMONT,,,
agency-building-renville-county-sheriff-410-east-depue-avenue,RENVILLE COUNTY SHERIFF,Renville County,MN,27129,44.7761227002887,-94.9822855014253,confirmed,,Sheriff,410 EAST DEPUE AVENUE,OLIVIA,,,
agency-building-mora-police-16-n-lakes-st,MORA POLICE,Kanabec County,MN,27065,45.8771125438471,-93.295174634661,confirmed,,Police,16 N. LAKES ST.,MORA,,,
agency-building-kanabec-county-sheriff-18-north-vine-street,KANABEC COUNTY SHERIFF,Kanabec County,MN,27065,45.8771975997249,-93.2944660004458,confirmed,,Sheriff,18 NORTH VINE STREET,MORA,,,
agency-building-keewatin-police-127-3rd-avenue-west,KEEWATIN POLICE,Itasca County,MN,27061,47.3986410000675,-93.077130800405,confirmed,,Police,127 3RD AVENUE WEST,KEEWATIN,,,
agency-building-waseca-county-sheriff-122-3rd-avenue-northwest,WASECA COUNTY SHERIFF,Waseca County,MN,27161,44.0797754000543,-93.5083837998384,confirmed,,Sheriff,122 3RD AVENUE NORTHWEST,WASECA,,,
agency-building-scott-county-sheriff-301-fuller-street-scott-county-law-enforcement-center,Scott County Sheriff,Scott County,MN,27139,44.7958707000727,-93.5268481000733,confirmed,,Sheriff,"301 FULLER STREET, SCOTT COUNTY LAW ENFORCEMENT CENTER",SHAKOPEE,,agency-jurisdiction-scott-county-sheriff,Scott County Sheriff
agency-building-staples-police-301-2nd-avenue-northeast,STAPLES POLICE,Todd County,MN,27153,46.3559079002401,-94.7959059002239,confirmed,,Police,301 2ND AVENUE NORTHEAST,STAPLES,,,
agency-building-paynesville-police-221-washburne-avenue,PAYNESVILLE POLICE,Stearns County,MN,27145,45.3810409000054,-94.7134234002181,confirmed,,Police,221 WASHBURNE AVENUE,PAYNESVILLE,,,
agency-building-savage-police-6000-mccoll-drive,Savage Police,Scott County,MN,27139,44.7652223999678,-93.3546860998393,confirmed,,Police,6000 MCCOLL DRIVE,SAVAGE,,agency-jurisdiction-savage-police,Savage Police
agency-building-renville-police-107-dupont-avenue-northeast,RENVILLE POLICE,Renville County,MN,27129,44.7921323309378,-95.2124222072029,confirmed,,Police,107 DUPONT AVENUE NORTHEAST,RENVILLE,,,
agency-building-atwater-police-123-north-4th-street,ATWATER POLICE,Kandiyohi County,MN,27067,45.1380667077208,-94.7822313991176,confirmed,,Police,123 NORTH 4TH STREET,ATWATER,,,
agency-building-waterville-police-114-hoosac-street,WATERVILLE POLICE,Le Sueur County,MN,27079,44.2169958397452,-93.5706136272535,confirmed,,Police,114 HOOSAC STREET,WATERVILLE,,,
agency-building-koochiching-county-sheriff-715-4th-street,KOOCHICHING COUNTY SHERIFF,Koochiching County,MN,27071,48.6012620122448,-93.4104416630005,confirmed,,Sheriff,715 4TH STREET,INTERNATIONAL FALLS,,,
agency-building-grand-rapids-police-420-north-pokegama-avenue,GRAND RAPIDS POLICE,Itasca County,MN,27061,47.23682350026,-93.5278473985717,confirmed,,Police,420 NORTH POKEGAMA AVENUE,GRAND RAPIDS,,,
agency-building-goodview-police-4220-west-5th-street,GOODVIEW POLICE,Winona County,MN,27169,44.0640510029001,-91.6959918264088,confirmed,,Police,4220 WEST 5TH STREET,WINONA,,,
agency-building-breckenridge-police-515-dacotah-avenue,BRECKENRIDGE POLICE,Wilkin County,MN,27167,46.2604198720929,-96.5871919174255,confirmed,,Police,515 DACOTAH AVENUE,BRECKENRIDGE,,,
agency-building-marshall-police-611-west-main-street,MARSHALL POLICE,Lyon County,MN,27083,44.4504425538791,-95.7946822259841,confirmed,,Police,611 WEST MAIN STREET,MARSHALL,,,
agency-building-lyon-county-sheriff-611-west-main-street,LYON COUNTY SHERIFF,Lyon County,MN,27083,44.4506787997901,-95.7950700996591,confirmed,,Sheriff,611 WEST MAIN STREET,MARSHALL,,,
agency-building-sleepy-eye-police-130-2nd-avenue-northwest,SLEEPY EYE POLICE,Brown County,MN,27015,44.2974943052722,-94.7226299065783,confirmed,,Police,130 2ND AVENUE NORTHWEST,SLEEPY EYE,,,
agency-building-wadena-county-sheriff-415-south-jefferson-street,WADENA COUNTY SHERIFF,Wadena County,MN,27159,46.4379622997885,-95.1397601985793,confirmed,,Sheriff,415 SOUTH JEFFERSON STREET,WADENA,,,
agency-building-starbuck-police-307-east-5th-street,STARBUCK POLICE,Pope County,MN,27121,45.6120604001838,-95.5275818998137,confirmed,,Police,307 EAST 5TH STREET,STARBUCK,,,
agency-building-newport-police-596-7th-avenue,NEWPORT POLICE,Washington County,MN,27163,44.8611079721333,-92.9993904690548,confirmed,,Police,596 7TH AVENUE,NEWPORT,,,
agency-building-deerwood-police-23770-forest-road,DEERWOOD POLICE,Crow Wing County,MN,27035,46.4750411002251,-93.8997884001425,confirmed,,Police,23770 FOREST ROAD,DEERWOOD,,,
agency-building-ramsey-police-7550-sunwood-drive-northwest,Ramsey Police,Anoka County,MN,27003,45.2322970997774,-93.4594358001559,confirmed,,Police,7550 SUNWOOD DRIVE NORTHWEST,RAMSEY,,agency-jurisdiction-ramsey-police,Ramsey Police
agency-building-pennington-county-sheriff-102-1st-street-west-law-enforcement-center,PENNINGTON COUNTY SHERIFF,Pennington County,MN,27113,48.1166827931853,-96.18193937469,confirmed,,Sheriff,"102 1ST STREET WEST, LAW ENFORCEMENT CENTER",THIEF RIVER FALLS,,,
agency-building-winsted-police-183-main-street-w,WINSTED POLICE,McLeod County,MN,27085,44.9653575393035,-94.0462602990329,confirmed,,Police,183 MAIN STREET W,WINSTED,,,
agency-building-st-cloud-police-807-courthouse-square,ST. CLOUD POLICE,Stearns County,MN,27145,45.5602827572626,-94.1622664531033,confirmed,,Police,807 COURTHOUSE SQUARE,SAINT CLOUD,,,
agency-building-cass-county-sheriff-303-minnesota-avenue-west,CASS COUNTY SHERIFF,Cass County,MN,27021,47.1012725999289,-94.579611199912,confirmed,,Sheriff,303 MINNESOTA AVENUE WEST,WALKER,,,
agency-building-cloquet-police-508-cloquet-avenue,CLOQUET POLICE,Carlton County,MN,27017,46.7213157998148,-92.4581946993771,confirmed,,Police,508 CLOQUET AVENUE,CLOQUET,,,
agency-building-minnesota-state-patrol-7694-industrial-park-road,MINNESOTA STATE PATROL,Crow Wing County,MN,27035,46.3478323997931,-94.2419698000803,confirmed,,Other,7694 INDUSTRIAL PARK ROAD,BAXTER,,,
agency-building-winthrop-police-305-north-main-street,WINTHROP POLICE,Sibley County,MN,27143,44.5423321997243,-94.3640293999147,confirmed,,Police,305 NORTH MAIN STREET,WINTHROP,,,
agency-building-breezy-point-police-8361-county-road-11,BREEZY POINT POLICE,Crow Wing County,MN,27035,46.5959962001602,-94.2187457996687,confirmed,,Police,8361 COUNTY ROAD 11,BREEZY POINT,,,
agency-building-wilkin-county-sheriff-515-dacotah-avenue,WILKIN COUNTY SHERIFF,Wilkin County,MN,27167,46.2602219972961,-96.5869543301009,confirmed,,Sheriff,515 DACOTAH AVENUE,BRECKENRIDGE,,,
agency-building-redwood-falls-police-303-east-3rd-street,REDWOOD FALLS POLICE,Redwood County,MN,27127,44.5401610000874,-95.115463400411,confirmed,,Police,303 EAST 3RD STREET,REDWOOD FALLS,,,
agency-building-lakefield-police-301-main-street,LAKEFIELD POLICE,Jackson County,MN,27063,43.6776744988244,-95.172405300296,confirmed,,Police,301 MAIN STREET,LAKEFIELD,,,
agency-building-hill-city-police-111-west-henrietta-avenue,HILL CITY POLICE,Aitkin County,MN,27001,46.9913879999553,-93.5976651002573,confirmed,,Police,111 WEST HENRIETTA AVENUE,HILL CITY,,,
agency-building-clara-city-police-215-northwest-1st-street,CLARA CITY POLICE,Chippewa County,MN,27023,44.9562775998019,-95.3695681003016,confirmed,,Police,215 NORTHWEST 1ST STREET,CLARA CITY,,,
agency-building-cook-county-sheriff-143-gunflint-trail,COOK COUNTY SHERIFF,Cook County,MN,27031,47.7572935001641,-90.3257521000767,confirmed,,Sheriff,143 GUNFLINT TRAIL,GRAND MARAIS,,,
agency-building-comfrey-police-120-brown-street-east,COMFREY POLICE,Brown County,MN,27015,44.1096772000669,-94.9039717996838,confirmed,,Police,120 BROWN STREET EAST,COMFREY,,,
agency-building-chippewa-county-sheriff-629-north-11th-street-suite-14,CHIPPEWA COUNTY SHERIFF,Chippewa County,MN,27023,44.9511910997874,-95.7142068003766,confirmed,,Sheriff,"629 NORTH 11TH STREET, SUITE 14",MONTEVIDEO,,,
agency-building-crosslake-police-37028-county-road-66,CROSSLAKE POLICE,Crow Wing County,MN,27035,46.6897662001865,-94.1133633000147,confirmed,,Police,37028 COUNTY ROAD 66,CROSSLAKE,,,
agency-building-silver-lake-police-308-west-main-street,SILVER LAKE POLICE,McLeod County,MN,27085,44.9034716377862,-94.1979811664178,confirmed,,Police,308 WEST MAIN STREET,SILVER LAKE,,,
agency-building-prior-lake-police-4649-dakota-street,Prior Lake Police,Scott County,MN,27139,44.71497870028,-93.4264551004255,confirmed,,Police,4649 DAKOTA STREET,PRIOR LAKE,,agency-jurisdiction-prior-lake-police,Prior Lake Police
agency-building-pequot-lakes-police-4638-county-road-11,PEQUOT LAKES POLICE,Crow Wing County,MN,27035,46.6037139998792,-94.3075016997325,confirmed,,Police,4638 COUNTY ROAD 11,PEQUOT LAKES,,,
agency-building-centennial-lakes-police-54-north-road,Centennial Lakes Police,Anoka County,MN,27003,45.1526339002102,-93.1387235003997,confirmed,,Police,54 NORTH ROAD,CIRCLE PINES,,agency-jurisdiction-centennial-lakes-police,Centennial Lakes Police
agency-building-crow-wing-county-sheriff-304-laurel-street,CROW WING COUNTY SHERIFF,Crow Wing County,MN,27035,46.3563289349466,-94.2058648550131,confirmed,,Sheriff,304 LAUREL STREET,BRAINERD,,,
agency-building-belgrade-police-417-washburn-avenue,BELGRADE POLICE,Stearns County,MN,27145,45.4532625702743,-95.0046057607285,confirmed,,Police,417 WASHBURN AVENUE,BELGRADE,,,
agency-building-greenbush-police-248-4th-street-north,GREENBUSH POLICE,Roseau County,MN,27135,48.7013772988816,-96.182804299595,confirmed,,Police,248 4TH STREET NORTH,GREENBUSH,,,
agency-building-stevens-county-sheriff-400-colorado-avenue,STEVENS COUNTY SHERIFF,Stevens County,MN,27149,45.587678000128,-95.909399600354,confirmed,,Sheriff,400 COLORADO AVENUE,MORRIS,,,
agency-building-parkers-prairie-police-102-north-otter-avenue,PARKERS PRAIRIE POLICE,Otter Tail County,MN,27111,46.1535917002446,-95.329567899364,confirmed,,Police,102 NORTH OTTER AVENUE,PARKERS PRAIRIE,,,
agency-building-pelican-rapids-police-315-north-broadway,PELICAN RAPIDS POLICE,Otter Tail County,MN,27111,46.5744952773005,-96.0832054358112,confirmed,,Police,315 NORTH BROADWAY,PELICAN RAPIDS,,,
agency-building-roseau-county-sheriff-604-5th-avenue-southwest,ROSEAU COUNTY SHERIFF,Roseau County,MN,27135,48.8396982938313,-95.7664129985776,confirmed,,Sheriff,604 5TH AVENUE SOUTHWEST,ROSEAU,,,
agency-building-heron-lake-police-312-10th-street,HERON LAKE POLICE,Jackson County,MN,27063,43.7938024998454,-95.3193283995974,confirmed,,Police,312 10TH STREET,HERON LAKE,,,
agency-building-deer-river-police-208-second-street-southeast,DEER RIVER POLICE,Itasca County,MN,27061,47.3322880998665,-93.791265700174,confirmed,,Police,208 SECOND STREET SOUTHEAST,DEER RIVER,,,
agency-building-lake-of-the-woods-county-sheriff-206-8th-avenue-southeast-suite-300,LAKE OF THE WOODS COUNTY SHERIFF,Lake of the Woods County,MN,27077,48.7102085999867,-94.5836839000005,confirmed,,Sheriff,"206 8TH AVENUE SOUTHEAST, SUITE 300",BAUDETTE,,,
agency-building-elbow-lake-police-118-division-street-east,ELBOW LAKE POLICE,Grant County,MN,27051,45.9925991059127,-95.9749390988552,confirmed,,Police,118 DIVISION STREET EAST,ELBOW LAKE,,,
agency-building-motley-police-316-united-states-highway-10-south,MOTLEY POLICE,Morrison County,MN,27097,46.3342834997604,-94.646048599574,confirmed,,Police,316 UNITED STATES HIGHWAY 10 SOUTH,MOTLEY,,,
agency-building-ortonville-police-225-3rd-street-northwest,ORTONVILLE POLICE,Big Stone County,MN,27011,45.3072875208865,-96.4458247903586,confirmed,,Police,225 3RD STREET NORTHWEST,ORTONVILLE,,,
agency-building-warroad-police-802-cherne-drive-northwest,WARROAD POLICE,Roseau County,MN,27135,48.9121364620601,-95.3325571171338,confirmed,,Police,802 CHERNE DRIVE NORTHWEST,WARROAD,,,
agency-building-pine-county-sheriff-635-northridge-drive-northwest,PINE COUNTY SHERIFF,Pine County,MN,27115,45.8528731087855,-92.9717890097047,confirmed,,Sheriff,635 NORTHRIDGE DRIVE NORTHWEST,PINE CITY,,,
agency-building-blaine-police-10801-town-square-drive-northeast,Blaine Police,Anoka County,MN,27003,45.1661418002861,-93.2082850995844,confirmed,,Police,10801 TOWN SQUARE DRIVE NORTHEAST,BLAINE,,agency-jurisdiction-blaine-police,Blaine Police
agency-building-brainerd-police-225-east-river-road,BRAINERD POLICE,Crow Wing County,MN,27035,46.3563120996966,-94.2078865997982,confirmed,,Police,225 EAST RIVER ROAD,BRAINERD,,,
agency-building-le-sueur-county-sheriff-88-south-park-avenue,LE SUEUR COUNTY SHERIFF,Le Sueur County,MN,27079,44.3878779608459,-93.7321309129675,confirmed,,Sheriff,88 SOUTH PARK AVENUE,LE CENTER,,,
agency-building-grant-county-sheriff-10-2nd-street-northeast-grant-county-courthouse,GRANT COUNTY SHERIFF,Grant County,MN,27051,45.9949274997917,-95.976761299968,confirmed,,Sheriff,"10 2ND STREET NORTHEAST, GRANT COUNTY COURTHOUSE",ELBOW LAKE,,,
agency-building-moose-lake-police-600-state-highway-73,MOOSE LAKE POLICE,Carlton County,MN,27017,46.4428747999363,-92.7704437004487,confirmed,,Police,600 STATE HIGHWAY 73,MOOSE LAKE,,,
agency-building-pillager-city-police-308-elm-avenue-west,PILLAGER CITY POLICE,Cass County,MN,27021,46.3275972082293,-94.4781375727915,confirmed,,Police,308 ELM AVENUE WEST,PILLAGER,,,
agency-building-red-lake-police-205060-state-highway-1-east,RED LAKE POLICE,Beltrami County,MN,27007,47.8764610488816,-95.0354946758277,confirmed,,Police,205060 STATE HIGHWAY 1 EAST,RED LAKE,,,
agency-building-randall-police-501-pacific-street,RANDALL POLICE,Morrison County,MN,27097,46.0901540172903,-94.5009709740395,confirmed,,Police,501 PACIFIC STREET,RANDALL,,,
agency-building-sherburne-county-sheriff-13880-united-states-highway-10-sherburne-county-government-center,Sherburne County Sheriff,Sherburne County,MN,27141,45.3042457998426,-93.6192100999956,confirmed,,Sheriff,"13880 UNITED STATES HIGHWAY 10, SHERBURNE COUNTY GOVERNMENT CENTER",ELK RIVER,,agency-jurisdiction-sherburne-county-sheriff,Sherburne County Sheriff
agency-building-minneota-police-129-east-1st-street,MINNEOTA POLICE,Lyon County,MN,27083,44.5593482999388,-95.9875547997535,confirmed,,Police,129 EAST 1ST STREET,MINNEOTA,,,
agency-building-rock-county-sheriff-1000-north-blue-mound-avenue,ROCK COUNTY SHERIFF,Rock County,MN,27133,43.6646478997806,-96.2019969996763,confirmed,,Sheriff,1000 NORTH BLUE MOUND AVENUE,LUVERNE,,,
agency-building-anoka-county-sheriff-13333-hanson-boulevard,Anoka County Sheriff,Anoka County,MN,27003,45.2131530997632,-93.3050573002406,confirmed,,Sheriff,13333 HANSON BOULEVARD,ANDOVER,,agency-jurisdiction-anoka-county-sheriff,Anoka County Sheriff
agency-building-minnesota-state-patrol-3725-12th-street-north,MINNESOTA STATE PATROL,Stearns County,MN,27145,45.5755201999675,-94.2061765003481,confirmed,,Other,3725 12TH STREET NORTH,SAINT CLOUD,,,
agency-building-marshall-county-sheriff-208-east-colvin-avenue,MARSHALL COUNTY SHERIFF,Marshall County,MN,27089,48.195612676257,-96.7680774537904,confirmed,,Sheriff,208 EAST COLVIN AVENUE,WARREN,,,
agency-building-backus-police-112-south-king-street,BACKUS POLICE,Cass County,MN,27021,46.8198015999354,-94.5156891998266,confirmed,,Police,112 SOUTH KING STREET,BACKUS,,,
agency-building-green-isle-police-390-parnell-street,GREEN ISLE POLICE,Sibley County,MN,27143,44.6785769618241,-94.0073089144272,confirmed,,Police,390 PARNELL STREET,GREEN ISLE,,,
agency-building-cuyuna-police-24945-minnesota-avenue,CUYUNA POLICE,Crow Wing County,MN,27035,46.5180289001539,-93.9235966001362,confirmed,,Police,24945 MINNESOTA AVENUE,CUYUNA,,,
agency-building-minnesota-state-patrol-501-south-victory-drive,MINNESOTA STATE PATROL,Blue Earth County,MN,27013,44.1548669001736,-93.970488899614,confirmed,,Other,501 SOUTH VICTORY DRIVE,MANKATO,,,
agency-building-beltrami-county-jail-626-minnesota-avenue-northwest,BELTRAMI COUNTY JAIL,Beltrami County,MN,27007,47.4743543001452,-94.8822897996783,confirmed,,Other,626 MINNESOTA AVENUE NORTHWEST,BEMIDJI,,,
